nid,name,address,state
1206300,Maitland Grange Care Community,RUTHERFORD NSW 2320,NSW
1194352,Torbay,TORQUAY QLD 4655,QLD
1238085,Ada Cottage,KANDOS NSW 2848,NSW
1457274,Warrandyte Gardens Care Community,RINGWOOD NORTH VIC 3134,VIC
1813440,MacKillop House,NORWEST NSW 2153,NSW
1472450,Baptcare Wattle Grove Community,LALOR VIC 3075,VIC
1372384,Port Pirie Regional Health Service - Hammill House,PORT PIRIE SA 5540,SA
1208516,Prom Country Aged Care,FOSTER VIC 3960,VIC
1238639,PM Aged Care,BALD HILLS QLD 4036,QLD
1207218,Holbrook Hostel,HOLBROOK NSW 2644,NSW
1212416,Baptcare - Northaven Community,KERANG VIC 3579,VIC
1216884,Southern Cross Care Kildare Residential Aged Care,MAROUBRA NSW 2035,NSW
1213283,Melaleuca Aged Care,COWES VIC 3922,VIC
1197296,Karlarra House,SOUTH HEDLAND WA 6722,WA
1207993,Uniting Aldersgate Lilyfield,LILYFIELD NSW 2040,NSW
1236751,Chestnut Gardens Aged Care Home,DOVETON VIC 3177,VIC
1237371,RFBI Lake Haven Masonic Village,LAKE HAVEN NSW 2263,NSW
1236172,Arcare Civic Manor,EPPING VIC 3076,VIC
1192883,Avoca Nursing Home,AVOCA VIC 3467,VIC
1508344,Willowbrae-Templestowe Hostel,TEMPLESTOWE VIC 3106,VIC
1961136,Mayflower Edith Bendall,PASCOE VALE VIC 3044,VIC
1904288,Kardinia Parkside Care Community,GEELONG VIC 3220,VIC
1194345,Blue Care Brassall Aged Care Facility,BRASSALL QLD 4305,QLD
1192804,Camberwell Gardens,CAMBERWELL VIC 3124,VIC
1195734,Regis Sippy Downs,SIPPY DOWNS QLD 4556,QLD
1241311,Estia Health Tea Gardens,TEA GARDENS NSW 2324,NSW
1707212,Warrigal Care Calwell,CALWELL ACT 2905,ACT
1377177,Aubrey Downer Aged Care Home,POINT CLARE NSW 2250,NSW
1192573,Forest Lake Lodge,FOREST LAKE QLD 4078,QLD
2258897,Lyndoch Hostel,WARRNAMBOOL VIC 3280,VIC
1371125,Lower Eyre - Cummins MPS,CUMMINS SA 5631,SA
2172719,Macleay Valley House,FREDERICKTON NSW 2440,NSW
1219441,Morawa/Perenjori MPS,MORAWA WA 6623,WA
2300286,Lansdowne Gardens on Wycombe,NEUTRAL BAY NSW 2089,NSW
2280175,Woods Point Aged Care,YARRAWONGA VIC 3730,VIC
1216100,Bupa Queens Park,WAVERLEY NSW 2024,NSW
1201945,Luson The Vue,GROVEDALE VIC 3216,VIC
1234506,Baptcare - Hedley Sutton Community,CAMBERWELL VIC 3124,VIC
2011727,Warrigal Multi-Cultural Village,WARRAWONG NSW 2502,NSW
1656968,Whiddon Mudgee Pioneer,MUDGEE NSW 2850,NSW
1913428,Rockpool Carseldine,CARSELDINE QLD 4034,QLD
1199351,Beechworth Health Service Residential Care Program,BEECHWORTH VIC 3747,VIC
1241237,Estia Health Bexley Park,BEXLEY NSW 2207,NSW
1239385,Mount Martha Valley,SAFETY BEACH VIC 3936,VIC
1235415,Craigcare Berwick,BERWICK VIC 3806,VIC
1208735,Regis Yeronga,YERONGA QLD 4104,QLD
2162807,BlueCross Ivanhoe,IVANHOE VIC 3079,VIC
1204082,Sandpiper Lodge Residential Care,GOOLWA SA 5214,SA
1209593,Calvary Scottvale,DANDENONG VIC 3175,VIC
1209680,Estia Health Salisbury,SALISBURY SA 5108,SA
1233761,Mercy Place Shepparton,SHEPPARTON VIC 3630,VIC
1228281,Calvary Springvale,SPRINGVALE VIC 3171,VIC
1195184,Isomer Aged Care Facility,LYSTERFIELD VIC 3156,VIC
1234206,Lutheran Services - Immanuel Gardens,BUDERIM QLD 4556,QLD
1635048,Uniting AgeWell Hawthorn Community,HAWTHORN VIC 3122,VIC
1234190,BaptistCare Cooinda Court,MACQUARIE PARK NSW 2113,NSW
1371198,Renmark Nursing Home,RENMARK SA 5341,SA
1201444,Woorabinda Multipurpose Health Service,WOORABINDA QLD 4713,QLD
1220212,Regents Garden Aubin Grove,AUBIN GROVE WA 6164,WA
1193368,Murray Vale Shalem Hostel,LAVINGTON NSW 2641,NSW
1219340,York MPS,YORK WA 6302,WA
1233938,Barcaldine Multipurpose Health Service,BARCALDINE QLD 4725,QLD
1202277,Bairnsdale Regional Health Service,BAIRNSDALE VIC 3875,VIC
1197281,Yarraman Nursing Home,NOBLE PARK VIC 3174,VIC
1209021,Amana Living Kinross Care Community,KINROSS WA 6028,WA
1225383,Horton House,GORDON NSW 2072,NSW
1234449,Catholic Healthcare St James Villa,MATRAVILLE NSW 2036,NSW
1207049,Helping Hand Aged Care - Lealholme Port Pirie,PORT PIRIE SA 5540,SA
1961358,Bolton Clarke Riverwood,WEST ALBURY NSW 2640,NSW
1208683,Canberra Nursing Home,LIDCOMBE NSW 2141,NSW
1210305,Bethesda Aged Care Plus Centre,THE RANGE QLD 4700,QLD
1201683,Nellie Melba Retirement Village,WHEELERS HILL VIC 3150,VIC
1221197,Caravonica Waters,CARAVONICA QLD 4878,QLD
1195635,Uniting Abrina Ashfield,ASHFIELD NSW 2131,NSW
1212264,Pearl Supported Care,FANNIE BAY NT 0820,NT
2019892,Estia Health Mount Clear,MOUNT CLEAR VIC 3350,VIC
1192260,Grutzner House,SHEPPARTON VIC 3630,VIC
1203083,Ardrossan Community Hostel,ARDROSSAN SA 5571,SA
2015737,Arcare Belmont,BELMONT NSW 2280,NSW
2141611,Bolton Clarke Sandbrook,BURLEIGH WATERS QLD 4220,QLD
2116673,Strathpine Aged Care,STRATHPINE QLD 4500,QLD
1211412,Snug Village,SNUG TAS 7054,TAS
1202632,Ny-Ku Byun,CHERBOURG QLD 4605,QLD
1196082,Palm Lake Bethania Aged Care Facility,BETHANIA QLD 4205,QLD
1215175,Mt View Homes Inc,BOOLEROO CENTRE SA 5482,SA
1786393,Vincent Court,WEST KEMPSEY NSW 2440,NSW
1203285,Tingira Hills Care Community,MOUNT HUTTON NSW 2290,NSW
1196834,Mercy Place Mount St Joseph's,YOUNG NSW 2594,NSW
1237706,Regents Garden Scarborough Condocare,SCARBOROUGH WA 6019,WA
1207863,Advantaged Care at Georges Manor,GEORGES HALL NSW 2198,NSW
1208429,Lara Aged Care,DUNGOG NSW 2420,NSW
1235287,Woodlands Aged Care and NDIS Services,NEWMARKET QLD 4051,QLD
1198813,McAuley Place,ROCKHAMPTON QLD 4700,QLD
1234220,Bethsalem Care,HAPPY VALLEY SA 5159,SA
1215697,Garden View Court Hostel,ARARAT VIC 3377,VIC
1204393,Manoah House,MARTIN WA 6110,WA
1233402,RFBI Goulburn Masonic Village,GOULBURN NSW 2580,NSW
1193945,Helping Hand Aged Care - Lightsview,LIGHTSVIEW SA 5085,SA
1201972,Uniting Bernard Austin Lodge Liverpool,LIVERPOOL NSW 2170,NSW
1202705,Southern Cross Care St Francis Residential Aged Ca,PLUMPTON NSW 2761,NSW
1734941,Berengarra,KEW VIC 3101,VIC
2167946,Kirkbrae Kilsyth Nursing Home,KILSYTH VIC 3137,VIC
1207926,Indochinese Aged Care Services,BONNYRIGG NSW 2177,NSW
1222266,Anglicare Eileen Armstrong House,WOONONA NSW 2517,NSW
1208829,IRT Five Islands,PORT KEMBLA NSW 2505,NSW
1207800,Rembrandt Court,OAKLANDS PARK SA 5046,SA
1209834,Charlton Aged Care,CHARLTON VIC 3525,VIC
1961302,Bolton Clarke Bayside (PKA - Bayside Residential A,BONNELLS BAY NSW 2264,NSW
1212544,St Joseph's Aged Care Facility Kensington,KENSINGTON NSW 2033,NSW
1215632,Uniting Caroona Yamba,YAMBA NSW 2464,NSW
2133198,Wattleglen,SALE VIC 3850,VIC
2141363,Bolton Clarke Charlesbrook,TEMPLESTOWE VIC 3106,VIC
2111415,TriCare Ashgrove Aged Care Residence,ASHGROVE QLD 4060,QLD
1210554,Villa Maria Catholic Homes Shanagolden Aged Care R,PAKENHAM VIC 3810,VIC
2162485,BlueCross Monterey,GLENROY VIC 3046,VIC
1234575,Aegis Banksia Park,CALISTA WA 6167,WA
1211694,Warrawee Nursing Home,BENTLEIGH EAST VIC 3165,VIC
1209646,Eva Tilley Memorial Hostel,BALWYN NORTH VIC 3104,VIC
1207844,Bene Aged Care - Campbelltown,CAMPBELLTOWN SA 5074,SA
1209103,William Beech Gardens - Waler,CONDOBOLIN NSW 2877,NSW
1212068,Blue Care Lowood Glenwood Aged Care Facility,LOWOOD QLD 4311,QLD
1215238,Calvary Flora McDonald Retirement Community,COWANDILLA SA 5033,SA
1210404,Beaufort Nursing Home,BEAUFORT VIC 3373,VIC
1209975,Aegis Woodlake,KINGSLEY WA 6026,WA
1202740,Jacaranda Lodge,WANNEROO WA 6065,WA
1445725,Kellock Lodge,ALEXANDRA VIC 3714,VIC
1234949,Mareeba Aged Care,MACLEAN NSW 2463,NSW
1195619,"David, Gita and Michael Hoffman Nursing Home",YOKINE WA 6060,WA
1234356,The Sydney-Lynne Quayle & Fitzroy Lodge Hostels,HEYWOOD VIC 3304,VIC
1371184,Coorong Health Service - Meningie MPS,MENINGIE SA 5264,SA
1457272,Mornington Bay Care Community,MOUNT MARTHA VIC 3934,VIC
1192782,Uniting Ronald Coleman Lodge Woollahra,WOOLLAHRA NSW 2025,NSW
1208816,IRT St Georges Basin,ST GEORGES BASIN NSW 2540,NSW
2211437,Wheller Gardens - John Wesley Gardens,GEEBUNG QLD 4034,QLD
1218424,Blue Care Wynnum Aged Care Facility,WYNNUM WEST QLD 4178,QLD
1215678,Southern Cross Care Nanango - Karinya,NANANGO QLD 4615,QLD
1233559,UnitingSA Hawksbury Gardens Aged Care,SALISBURY NORTH SA 5108,SA
1214459,Carpenter Court Aged Care Plus Centre,MEREWETHER NSW 2291,NSW
1208483,Shangri-La Nursing Home,HURSTVILLE NSW 2220,NSW
1235951,Bupa Bellarine Lakes,MOOLAP VIC 3224,VIC
1209759,Anglican Care Scenic Lodge Merewether,MEREWETHER NSW 2291,NSW
1211738,Dianella Hostel,KILMORE VIC 3764,VIC
1204125,Calvary Mirridong,BENDIGO VIC 3550,VIC
1210124,Millhaven Lodge,PAKENHAM VIC 3810,VIC
1202572,Umina Park Home For The Aged,BURNIE TAS 7320,TAS
1236153,Arcare Portarlington,PORTARLINGTON VIC 3223,VIC
1209681,RFBI Glen Innes Masonic Village,GLEN INNES NSW 2370,NSW
1193097,Hopetoun Nursing Home,HOPETOUN VIC 3396,VIC
1950434,Macpherson Smith Residential Care,STAWELL VIC 3380,VIC
1195892,Bupa Mosman,MOSMAN NSW 2088,NSW
1197333,UnitingSA Wesley House Aged Care,SEMAPHORE PARK SA 5019,SA
1235597,Fairmont Aged Care Centre,BEXLEY NSW 2207,NSW
1223577,Clermont Multipurpose Health Service,CLERMONT QLD 4721,QLD
1511281,Burswood Care Sunshine Park,LESMURDIE WA 6076,WA
1200383,Churches of Christ Fassifern Aged Care Service,BOONAH QLD 4310,QLD
1241005,mecwacare Vincent House,WESTMEADOWS VIC 3049,VIC
1208477,Golden Oaks Nursing Home,GOLDEN SQUARE VIC 3555,VIC
1238541,Bupa St Ives,ST IVES NSW 2075,NSW
1207178,Uniting Springwood,SPRINGWOOD NSW 2777,NSW
1211056,Inglewood & Districts Health Service Hostel,INGLEWOOD VIC 3517,VIC
1196222,Mountain View Lodge Hostel,CESSNOCK NSW 2325,NSW
1213769,Blacktown Terrace Care Community,BLACKTOWN NSW 2148,NSW
2211428,Sinnamon Village - Kentish Court,SINNAMON PARK QLD 4073,QLD
1208734,Hope Aged Care Gladstone Park,GLADSTONE PARK VIC 3043,VIC
1234730,Mary Ogilvy Home (A),NEW TOWN TAS 7008,TAS
1193638,Seymour District Nursing Home,SEYMOUR VIC 3660,VIC
1201276,Mosman Park Nursing Home,MOSMAN PARK WA 6012,WA
1203165,Cooktown Multipurpose Health Service,COOKTOWN QLD 4895,QLD
1210261,Grace Munro Centre,BUNDARRA NSW 2359,NSW
1208333,Resthaven Malvern,MALVERN SA 5061,SA
1235115,St Luke's Green Residential Care,WOOLLOONGABBA QLD 4102,QLD
1219114,RFBI Benhome Masonic Village,MAITLAND NSW 2320,NSW
1377947,Uniting AgeWell Kalkee Murray,BELMONT VIC 3216,VIC
1208241,TriCare Bayview Place Aged Care Residence,RUNAWAY BAY QLD 4216,QLD
1193675,Albury Wodonga Health Residential Care Program,BEECHWORTH VIC 3747,VIC
1198069,John Edmondson VC Gardens,AUSTRAL NSW 2179,NSW
1234298,Hopetoun Hostel,HOPETOUN VIC 3396,VIC
1233811,Estia Health Dandenong,DANDENONG VIC 3175,VIC
1197249,Lorne Nursing Home,LORNE VIC 3232,VIC
1219616,Bruce Rock MPS,BRUCE ROCK WA 6418,WA
1236197,Arcare Hillside,SYDENHAM VIC 3037,VIC
1231362,Kerrisdale Gardens,BEACONSFIELD QLD 4740,QLD
1227915,Villa Maria Catholic Homes St Catherine's Aged Car,BALWYN VIC 3103,VIC
1439798,Kolora Aged Care,GUYRA NSW 2365,NSW
2277018,Regis Mornington,MORNINGTON VIC 3931,VIC
1209515,Estia Health Heidelberg,HEIDELBERG WEST VIC 3081,VIC
1202259,Heathcote Health High Care Service,HEATHCOTE VIC 3523,VIC
1206502,Aldersgate Aged Care Services,FELIXSTOW SA 5070,SA
1234480,Mountainview Nursing Home,PENRITH NSW 2750,NSW
1192757,Montrose Aged Care Plus Centre,BALMAIN NSW 2041,NSW
1194853,Langford Grange,CRANBOURNE EAST VIC 3977,VIC
1233552,AnglicareSA Westbourne Park,WESTBOURNE PARK SA 5041,SA
1209312,Mary Potter Nursing Home,WAGGA WAGGA NSW 2650,NSW
1211322,Uniting Annesley Haberfield,HABERFIELD NSW 2045,NSW
1738231,Boggabri Multi-Purpose Service,BOGGABRI NSW 2382,NSW
1215938,Calvary Cordelia Grove,ANGLESEA VIC 3230,VIC
1217869,Estia Health Camden,CAMDEN NSW 2570,NSW
1193838,Corowa District Hospital,COROWA NSW 2646,NSW
1211697,Lumeah Lodge Hostel,DAYLESFORD VIC 3460,VIC
1196994,Regis Armadale,ARMADALE VIC 3143,VIC
1212967,Mekong Vietnamese Aged Care,KEILOR EAST VIC 3033,VIC
1221510,Corryong MPS,CORRYONG VIC 3707,VIC
1209752,Benetas Broughton Hall,CAMBERWELL VIC 3124,VIC
1206574,St Andrew's Village Ballina,BALLINA NSW 2478,NSW
1203742,Pinaroo Roma Inc,ROMA QLD 4455,QLD
1196233,Warrnambool Riverside Care Community,WARRNAMBOOL VIC 3280,VIC
1201152,Numurkah Pioneers Memorial Lodge,NUMURKAH VIC 3636,VIC
1201938,North Rockhampton Nursing Centre,NORMAN GARDENS QLD 4701,QLD
1194105,TriCare Labrador Aged Care Residence,BIGGERA WATERS QLD 4216,QLD
2014232,Menaville Nursing Home,ROCKDALE NSW 2216,NSW
1225848,Bernard Chan Nursing Home,BURWOOD NSW 2134,NSW
1237853,Regis Chelmer,CHELMER QLD 4068,QLD
1194478,Juniper The Residency,NORTHAM WA 6401,WA
1194958,Vasey RSL Care Frankston South,FRANKSTON SOUTH VIC 3199,VIC
1196597,Regis Greenmount,GREENMOUNT WA 6056,WA
1963141,Uniting Autumn Lodge Butler Street,ARMIDALE NSW 2350,NSW
1731788,Calvary Trugo Place,NEWPORT VIC 3015,VIC
1235932,Moura Multi-Purpose Service,MOURA QLD 4718,QLD
1208955,Catholic Healthcare Charles O'Neill Hostel,MAYFIELD NSW 2304,NSW
1209676,Capecare,BROADWATER WA 6280,WA
1208233,Harold Williams Home,BROKEN HILL NSW 2880,NSW
1201913,Southern Cross Care Orana Residential Aged Care,DENILIQUIN NSW 2710,NSW
1219181,Southern Cross Care Thornton Park,PENRITH NSW 2750,NSW
1211467,Glenbrook,NAMBOUR QLD 4560,QLD
1914364,Anglicare Roden Cutler Lodge,GORDON NSW 2072,NSW
1214983,Blue Care Kirra Aged Care Facility,COOLANGATTA QLD 4225,QLD
1196277,Germanus Kent House,BROOME WA 6725,WA
2300191,Apsley Riverview,WALCHA NSW 2354,NSW
1194524,Regis Inala Lodge,BLACKBURN SOUTH VIC 3130,VIC
1209283,Hope Aged Care,BRUNSWICK VIC 3056,VIC
1206653,Roseneath Aged Care Centre Pty Ltd,GLEN INNES NSW 2370,NSW
1219392,Pemberton MPS,PEMBERTON WA 6260,WA
1208377,Hope Vale Aged Hostel,HOPE VALE QLD 4895,QLD
1203924,Regents Garden Four Seasons Booragoon,BOORAGOON WA 6154,WA
1371186,Mallee - Pinnaroo MPS,PINNAROO SA 5304,SA
1815298,BlueWave Living,WOY WOY NSW 2256,NSW
1195656,Columbia Aged Care Services - Strathdale Centre,STRATHFIELD NSW 2135,NSW
1213198,MannaCare - Cassia House,DONCASTER VIC 3108,VIC
1234948,Dougherty Villa,GRAFTON NSW 2460,NSW
1228836,Edenfield Family Care - Nerrilda,PORT AUGUSTA WEST SA 5700,SA
1507657,Warrigal Care Queanbeyan,QUEANBEYAN NSW 2620,NSW
1908741,Bundaleer Gardens Hostel,WAUCHOPE NSW 2446,NSW
1239734,Glengollan Village,FERNTREE GULLY VIC 3156,VIC
1215976,Bolton Clarke Cabrini,WESTMEAD NSW 2145,NSW
1377902,Uniting AgeWell Strathdon Community,FOREST HILL VIC 3131,VIC
1192952,Calvary Brighton-Le-Sands,BRIGHTON LE SANDS NSW 2216,NSW
1195837,Glenella Care,GLENELLA QLD 4740,QLD
1643470,SwanCare Ningana,BENTLEY WA 6102,WA
1233406,RFBI West Wyalong Masonic Village,WEST WYALONG NSW 2671,NSW
1959748,Brightwater Inglewood,INGLEWOOD WA 6052,WA
1656957,Meadowbank Grove Care Community,WEST RYDE NSW 2114,NSW
1944773,Grant Lodge Aged Care Facility,BACCHUS MARSH VIC 3340,VIC
1208803,Wenonah Lodge,GULGONG NSW 2852,NSW
1918723,Uralba Retirement Village,CARCOAR NSW 2791,NSW
1898317,Kensington Grange,LEOPOLD VIC 3224,VIC
1212127,Uniting Illowra Waverley,WAVERLEY NSW 2024,NSW
1195627,Uniting Koombahla Elermore Vale,ELERMORE VALE NSW 2287,NSW
1223542,Bolton Clarke Fernhill,CABOOLTURE QLD 4510,QLD
1193250,Mekong Cairnlea Vietnamese Aged Care,CAIRNLEA VIC 3023,VIC
1195181,San Carlo Homes for the Aged,SOUTH MORANG VIC 3752,VIC
1218402,Blue Care Caloundra Aged Care Facility,CALOUNDRA QLD 4551,QLD
1234896,Bossley Parkside Care Community,BOSSLEY PARK NSW 2176,NSW
1193313,Skipton Hostel,SKIPTON VIC 3361,VIC
1210328,Remembrance Village,MOUNT AUSTIN NSW 2650,NSW
1210542,Bolton Clarke Sunset Ridge,ZILZIE QLD 4710,QLD
1225249,TriCare Sunnybank Hills Aged Care Residence,SUNNYBANK HILLS QLD 4109,QLD
1196062,Goodwin Monash,MONASH ACT 2904,ACT
1201228,Strathearn House,SCONE NSW 2337,NSW
2007507,Warrina Aged Care,NEW GISBORNE VIC 3438,VIC
2141367,Bolton Clarke Capella Bay,CAPALABA QLD 4157,QLD
1215434,Estia Health Forster,FORSTER NSW 2428,NSW
1211240,Mountain View Aged Care Plus Centre,NARRABUNDAH ACT 2604,ACT
2211433,Wheller Gardens - St Marks House,CHERMSIDE QLD 4032,QLD
2141625,Bolton Clarke The Ashley,RESERVOIR VIC 3073,VIC
1210453,Beauaraba Lodge,PITTSWORTH QLD 4356,QLD
2162804,Chelsea Manor Care Community,CHELSEA VIC 3196,VIC
1238875,Regis Marleston,MARLESTON SA 5033,SA
1211410,Hawthorn Village,BLACKMANS BAY TAS 7052,TAS
1199434,Eventide Lutheran Homes,HAMILTON VIC 3300,VIC
1201003,Estia Health Bannockburn,BANNOCKBURN VIC 3331,VIC
1211055,Skipton Nursing Home,SKIPTON VIC 3361,VIC
1217131,Little Sisters of the Poor St Joseph's Home,NORTHCOTE VIC 3070,VIC
2206698,Highfields Manor Port Macquarie,PORT MACQUARIE NSW 2444,NSW
1234040,Uralba Hostel,GUNDAGAI NSW 2722,NSW
1209704,Estia Health Southport,SOUTHPORT QLD 4215,QLD
1210254,Anglican Care Jesmond Grove,JESMOND NSW 2299,NSW
1195821,Bupa Windsor,WINDSOR VIC 3181,VIC
1203806,Richardson House,BARRABA NSW 2347,NSW
1195696,Loreto,PIMLICO QLD 4812,QLD
1371169,Bonney Lodge,BARMERA SA 5345,SA
1239382,Bilyara Hostel,COWRA NSW 2794,NSW
1204837,Calvary Cessnock Retirement Community,CESSNOCK NSW 2325,NSW
2057105,Jessie Bowe House,MALDON VIC 3463,VIC
1192688,St Nicholas Aged Care,HIGHGATE HILL QLD 4101,QLD
1961353,Bolton Clarke Lexington Gardens,SPRINGVALE VIC 3171,VIC
1209287,MiCare Avondrust Lodge,CARRUM DOWNS VIC 3201,VIC
2083260,Millrace Hostel,TENTERFIELD NSW 2372,NSW
1209500,Estia Health Ardeer,ARDEER VIC 3022,VIC
1203823,Southern Cross Care Marian Nursing Home,NORTH PARRAMATTA NSW 2151,NSW
1192494,Adria Village Ltd,STIRLING ACT 2611,ACT
1738234,Warialda Multi-Purpose Service,WARIALDA NSW 2402,NSW
1737803,Lake Cargelligo Multi-Purpose Service,LAKE CARGELLIGO NSW 2672,NSW
1210466,Italian Village Fremantle,WHITE GUM VALLEY WA 6162,WA
1209841,The Views at Heidelberg,HEIDELBERG VIC 3084,VIC
1208805,Amaroo Village McMahon Caring Centre,GOSNELLS WA 6110,WA
1211708,Aurrum Brunswick,BRUNSWICK WEST VIC 3055,VIC
1207804,Castledare Retirement Village,WILSON WA 6107,WA
1219787,Brightwater The Cove,DUDLEY PARK WA 6210,WA
1197279,Regis Brighton,BRIGHTON VIC 3186,VIC
1211669,Churches of Christ Arcadia Aged Care Service,ESSENDON VIC 3040,VIC
1198949,Residency by Dillons Mt Lawley,MOUNT LAWLEY WA 6050,WA
2275061,Estia Health Gympie,GYMPIE QLD 4570,QLD
1961303,Bolton Clarke Coastal Waters (PKA - Coastal Waters,WORROWING HEIGHTS NSW 2540,NSW
1218120,Helping Hand Aged Care - Mawson Lakes Facility,MAWSON LAKES SA 5095,SA
1209320,Bethany,THE RANGE QLD 4700,QLD
1192527,Aegis Hilton Park,HILTON WA 6163,WA
1961279,Bolton Clarke Tannoch Brae,ST ALBANS PARK VIC 3219,VIC
1194473,Juniper St David's,MOUNT LAWLEY WA 6050,WA
1233942,Bolton Clarke Inverpine,MURRUMBA DOWNS QLD 4503,QLD
1209973,Mercy Place Lathlain,CARLISLE WA 6101,WA
1211901,Emmavale Gardens,TEMPLESTOWE LOWER VIC 3107,VIC
1209979,Yarriambiack Lodge Hostel,WARRACKNABEAL VIC 3393,VIC
1212563,Bethanie Beachside,YANCHEP WA 6035,WA
1195812,Barrington Lodge,NEW TOWN TAS 7008,TAS
2005469,Romani,MURRAY BRIDGE SA 5253,SA
1208110,Juniper John Bryant,MARANGAROO WA 6064,WA
1961367,Bolton Clarke Templestowe Manor,TEMPLESTOWE LOWER VIC 3107,VIC
1199262,Estia Health Wattle Glen,WATTLE GLEN VIC 3096,VIC
1208939,RSL Care SA War Veterans Home Myrtle Bank,MYRTLE BANK SA 5064,SA
1210565,Southern Cross Care Facility Caloundra,LITTLE MOUNTAIN QLD 4551,QLD
1210127,Chelsea Lodge Hostel,WINCHELSEA VIC 3241,VIC
1195608,Margery Cole Residential Care Service,TRARALGON VIC 3844,VIC
1235938,Noble Gardens Residential Aged Care,NOBLE PARK VIC 3174,VIC
1212913,Anglican Care Storm Village,TAREE NSW 2430,NSW
1193323,St Patrick's Green,KOGARAH NSW 2217,NSW
1228857,Australian Vietnamese Aged Care Services,SMITHFIELD NSW 2164,NSW
1201224,Inglewood & Districts Health Service (Nursing Home,INGLEWOOD VIC 3517,VIC
1207906,Geraldton Shore Care Community,GERALDTON WA 6530,WA
1234918,Amana Living James Brown Care Centre,OSBORNE PARK WA 6017,WA
1221477,Arcare Kanwal,KANWAL NSW 2259,NSW
1212138,Uniting St Columba's Lane Cove,LANE COVE NSW 2066,NSW
1235960,Bupa Merrimac,MERRIMAC QLD 4226,QLD
1866950,Allanvale Private Nursing Home,ALTONA MEADOWS VIC 3028,VIC
1208855,Arcare Eight Mile Plains,EIGHT MILE PLAINS QLD 4113,QLD
1211079,Ozcare Villa Vincent,MUNDINGBURRA QLD 4812,QLD
1603905,Craigcare Ascot Waters,ASCOT WA 6104,WA
1203991,Manor Court Werribee Aged Care Ltd,WERRIBEE VIC 3030,VIC
1225259,NewDirection Care at Bellmere,BELLMERE QLD 4510,QLD
1218166,Helping Hand Aged Care - Parafield Gardens,PARAFIELD GARDENS SA 5107,SA
1229903,Regis Magnolia,UPPER COOMERA QLD 4209,QLD
1203186,Richmond Lodge,CASINO NSW 2470,NSW
1193895,Wannon Court Hostel,COLERAINE VIC 3315,VIC
1199362,mecwacare Noel Miller Centre,GLEN IRIS VIC 3146,VIC
2110025,Uniting Berrigan,BERRIGAN NSW 2712,NSW
2211435,Sinnamon Village - Reid Court,SINNAMON PARK QLD 4073,QLD
1241178,Regis Woodlands,WOODLANDS WA 6018,WA
2081628,Marsden Park Care Community,MARSDEN PARK NSW 2765,NSW
1236211,Arcare Helensvale,HELENSVALE QLD 4212,QLD
1209989,Mercy Place Mont Clare,CLAREMONT WA 6010,WA
1202505,Oakden Green,OAKDEN SA 5086,SA
2144764,CASS Asquith Residential Aged Care Facility,ASQUITH NSW 2077,NSW
1214854,Carrum Downs Aged Care,CARRUM DOWNS VIC 3201,VIC
1216778,mecwacare Rositano House,RICHMOND VIC 3121,VIC
1194523,Regis Shenley Manor,CAMBERWELL VIC 3124,VIC
1235422,Villa Maria Eastern Heights,EASTERN HEIGHTS QLD 4305,QLD
1906613,Merv Irvine Nursing Home,BUNDOORA VIC 3083,VIC
1207042,St Marys Villa Residential Aged Care,CONCORD NSW 2137,NSW
2126181,Arcare Lisarow The Orchards,LISAROW NSW 2250,NSW
1224174,Bolton Clarke Rowes Bay,ROWES BAY QLD 4810,QLD
1206784,Gorrinn House Hostel,ARARAT VIC 3377,VIC
1207575,"Jewish Care (Vic) Inc. Residential Homes, Windsor",MELBOURNE VIC 3004,VIC
2067915,Glen Osmond Grove Care Community,GLEN OSMOND SA 5064,SA
1203284,Orange Grove Care Community,ORANGE NSW 2800,NSW
1961141,Sunnycare Residential,SUNNYBANK HILLS QLD 4109,QLD
1642940,Infinite Care Ipswich,IPSWICH QLD 4305,QLD
1236224,Arcare Malvern East,MALVERN EAST VIC 3145,VIC
1195028,Cooinda Court Hostel,JUNEE NSW 2663,NSW
1218725,Tandara Lodge,SHEFFIELD TAS 7306,TAS
1211054,Omeo District Health,OMEO VIC 3898,VIC
1193706,RFBI Lakemba Masonic Village,LAKEMBA NSW 2195,NSW
1209649,Oasis Aged Care,IRYMPLE VIC 3498,VIC
1212683,Lachlan Lodge,HILLSTON NSW 2675,NSW
1209583,Blue Care Rothwell Nazarene Aged Care Facility,ROTHWELL QLD 4022,QLD
2211430,Parkview,CHERMSIDE QLD 4032,QLD
1194167,Sandown Apartments,SANDY BAY TAS 7005,TAS
1196220,Water Gardens,SYDENHAM VIC 3037,VIC
1238729,Wallsend Manor Aged Care,WALLSEND NSW 2287,NSW
1234205,Lionsbrae Hostel,RINGWOOD EAST VIC 3135,VIC
1210463,Blue Care Springwood Yurana Aged Care Facility,SPRINGWOOD QLD 4127,QLD
1194449,Blue Care Shalom Elders Village,CONDON QLD 4815,QLD
1207916,Mudgee Grove Care Community,MUDGEE NSW 2850,NSW
1205177,Restvale Hostel,LOBETHAL SA 5241,SA
1194854,BaptistCare Carey Gardens Centre,RED HILL ACT 2603,ACT
2034414,Baptistcare Bethel,YAKAMIA WA 6330,WA
1443902,mecwacare Jubilee House,CAULFIELD NORTH VIC 3161,VIC
